Row_ID,Application,Device,Launch_Year,Domain,Developer_comapny,Indian_Sales,China_Sales,Korea_Sales,Other_Sales,Global_Sales,ScorebyCritic,No_ofCritics,ScorebyUser,No_ofUsers,Developer,Overall_Rating
8783,MLB SlugFest 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0,0,0.15,80,10,7.5,4,Gratuitous Games,E
8784,Tiger Woods PGA Tour,DS,2004,Sports,Electronic Arts,0.13,0,0,0.01,0.14,64,21,7.4,7,Sensory Sweep,E
8785,Tamagotchi no Appare! Niji Venture,DS,2007,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,
8786,Ultimate Board Game Collection,Wii,2007,Misc,Xplosiv,0.13,0,0,0.01,0.14,,,tbd,,Jack of All Games,E
8787,Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios,0.11,0.03,0,0.01,0.14,66,42,7.3,28,Rare Ltd.,E
8788,Cars: Mater-National Championship,X360,2007,Racing,THQ,0.13,0,0,0.01,0.14,58,9,7.8,6,Rainbow Studios,E
8789,Shadow Hearts: From The New World,PS2,2005,Role-Playing,Ghostlight,0.07,0.06,0,0.02,0.14,76,42,8.2,33,Nautilus,T
8790,Rayman Raving Rabbids,DS,2007,Misc,Ubisoft,0.13,0.01,0,0.01,0.14,56,13,6.1,8,Ubisoft Bulgaria,E
8791,Terraria,PC,2011,Action,Unknown,0,0.13,0,0.01,0.14,83,29,8.5,1613,Re-Logic,T
8792,Derby Stallion Gold,3DS,2014,Sports,Kadokawa Shoten,0,0,0.14,0,0.14,,,,,,
8793,CSI: 3 Dimensions of Murder,PS2,2007,Adventure,Ubisoft,0.07,0.06,0,0.02,0.14,,,tbd,,Ubisoft Bulgaria,M
8794,Barbarian,PS2,2002,Fighting,Titus,0.07,0.06,0,0.02,0.14,63,22,tbd,,Saffire,T
8795,Tennis no Oji-Sama: Aim at The Victory!,GBA,2002,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,,,
8796,L.A. Rush,XB,2005,Racing,Midway Games,0.11,0.03,0,0.01,0.14,59,36,3,4,Midway,T
8797,Rubik's World,Wii,2008,Puzzle,Game Factory,0.12,0.01,0,0.01,0.14,64,9,tbd,,Two Tribes,E
8798,Record of Agarest War 2,PS3,2010,Role-Playing,Compile Heart,0.09,0,0.04,0.01,0.14,56,6,7.2,36,"Idea Factory, Compile Heart",T
8799,QuickSpot,DS,2006,Misc,Namco Bandai Games,0.01,0,0.13,0,0.14,68,18,tbd,,Namco,E10+
8800,"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994,Role-Playing,Game Arts,0,0,0.14,0,0.14,,,,,,
8801,Pipe Dreams 3D,PS,2001,Puzzle,Empire Interactive,0.08,0.05,0,0.01,0.14,,,tbd,,Sick Puppies,E
8802,Skylanders Giants,3DS,2012,Action,Activision,0.12,0.01,0,0.01,0.14,59,9,5,13,n-Space,E10+
8803,Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.13,0,0,0.01,0.14,59,29,8,6,Next Level Games,E10+
8804,Fox Sports Golf '99,PS,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0,0.01,0.14,,,,,,
8805,Power Rangers: Super Legends,PS2,2007,Action,Disney Interactive Studios,0.07,0.06,0,0.02,0.14,,,3,5,Artificial Mind and Movement,E10+
8806,Jurassic: The Hunted,PS2,2009,Shooter,Activision,0.07,0.06,0,0.02,0.14,,,tbd,,Activision,T
8807,Sakura Wars GB,GB,2000,Adventure,Media Factory,0,0,0.14,0,0.14,,,,,,
8808,Shining Force CD,SCD,1994,Strategy,Sega,0,0,0.14,0,0.14,,,,,,
8809,Fatal Frame,PS2,2001,Action,Wanadoo,0.07,0.06,0,0.02,0.14,74,22,8.9,72,Tecmo,T
8810,Rayman 3,GBA,2003,Platform,Ubisoft,0.1,0.04,0,0,0.14,83,21,7.8,8,Ubisoft,E
8811,The Fifth Element,PS,1998,Action,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,,,,,,
8812,BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14,80,10,7.7,31,Arc System Works,T
8813,Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009,Adventure,Nintendo,0,0,0.14,0,0.14,,,,,,
8814,Wild ARMs 4,PS2,2005,Role-Playing,505 Games,0.07,0.06,0,0.02,0.14,69,38,7.3,17,Media Vision,T
8815,Ratatouille,GC,2007,Action,THQ,0.11,0.03,0,0,0.14,60,7,5.6,7,Asobo Studio,E
8816,G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.11,0,0,0.03,0.14,50,4,2.3,6,Double Helix Games,T
8817,Casper: Spirit Dimensions,PS2,2001,Platform,TDK Mediactive,0.07,0.05,0,0.02,0.14,58,7,3.5,6,Lucky Chicken,E
8818,Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,
8819,Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0,0,0.14,0,0.14,,,,,,
8820,Thunder Truck Rally,PS,1997,Racing,Psygnosis,0.08,0.05,0,0.01,0.14,,,,,,
8821,Klonoa: Empire of Dreams,GBA,2001,Platform,Infogrames,0.1,0.04,0,0,0.14,,,,,,
8822,SafeCracker: The Ultimate Puzzle Adventure,DS,2009,Puzzle,The Adventure Company,0.07,0.06,0,0.01,0.14,43,4,tbd,,Firehazard Studio,E
8823,Geometry Wars: Galaxies,DS,2007,Shooter,Vivendi Games,0.13,0,0,0.01,0.14,79,36,7.9,26,Kuju Entertainment,E
8824,Famista Returns,3DS,2015,Sports,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,
8825,Syndicate,PS3,2012,Shooter,EA Games,0.07,0.06,0,0.02,0.14,75,29,6.5,106,Starbreeze,M
8826,Adrenalin Misfits,X360,2010,Racing,Konami Digital Entertainment,0.12,0.02,0,0.01,0.14,50,32,tbd,,Konami,E
8827,Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,0.13,0,0,0.01,0.14,,,tbd,,Hijinx Studios,T
8828,Cave Story 3D,3DS,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,82,29,7.7,72,Nicalis,E10+
8829,Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,,,,,,
8830,Mega Man Powered Up,PSP,2006,Platform,Capcom,0.12,0.01,0,0.02,0.14,82,28,7.5,36,Capcom,E
8831,Balloon Pop,DS,2009,Puzzle,UFO Interactive,0.13,0,0,0.01,0.14,,,tbd,,Tommo,E
8832,Class of Heroes,PSP,2008,Role-Playing,Acquire,0.06,0,0.08,0.01,0.14,61,12,7.1,12,Zerodiv,T
8833,Second Sight,PS2,2004,Adventure,Codemasters,0.07,0.05,0,0.02,0.14,76,48,8,23,Free Radical Design,T
8834,Heroes of Mana,DS,2007,Strategy,Square Enix,0.07,0.01,0.05,0.01,0.14,66,32,tbd,,Brownie Brown,E10+
8835,Alien: Isolation,PC,2014,Shooter,Sega,0,0.14,0,0.01,0.14,81,41,8.4,1588,Creative Assembly,M
8836,G.I. Joe: The Rise of Cobra,PSP,2009,Action,Electronic Arts,0.11,0.02,0,0.02,0.14,,,tbd,,Double Helix Games,T
8837,Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0,0.01,0.14,74,50,5.3,529,Avalanche Studios,M
8838,Monster House,PS2,2006,Adventure,THQ,0.07,0.05,0,0.02,0.14,59,27,tbd,,Artificial Mind and Movement,E10+
8839,Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,0.07,0.05,0,0.02,0.14,81,40,7.9,22,Nippon Ichi Software,T
8840,Thor: God of Thunder,X360,2011,Action,Sega,0.09,0.04,0,0.01,0.14,38,40,5.7,22,Liquid Entertainment,T
8841,Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,Racing,THQ,0.08,0.05,0,0.01,0.14,70,8,tbd,,Funcom,T
8842,Kenka Banchou 5: Otoko no Housoku,PSP,2011,Action,Spike,0,0,0.14,0,0.14,,,,,,
8843,Bejeweled 3,PS3,,Puzzle,Unknown,0.13,0,0,0.02,0.14,76,5,8.2,5,PopCap,E
8844,Doshin the Giant,GC,2002,Simulation,Nintendo,0,0,0.14,0,0.14,,,,,,
8845,Star Ocean: Blue Sphere,GB,2001,Role-Playing,Enix Corporation,0,0,0.14,0,0.14,,,,,,
8846,Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005,Misc,Activision,0.1,0.04,0,0,0.14,,,,,,
8847,Mojo!,PS2,2003,Puzzle,Mindscape,0.07,0.05,0,0.02,0.14,,,,,,
8848,Kamen Rider Ryuki,PS,2002,Action,Namco Bandai Games,0,0,0.13,0.01,0.14,,,,,,
8849,Front Mission Alternative,PS,1997,Strategy,SquareSoft,0,0,0.13,0.01,0.14,,,,,,
8850,World Championship Poker: Howard Lederer - All In,PSP,2006,Misc,505 Games,0.13,0,0,0.01,0.14,,,,,,
8851,FIFA Soccer 2005,GC,2004,Sports,Electronic Arts,0.11,0.03,0,0,0.14,78,22,8.5,6,EA Canada,E
8852,Harvest Moon: Hero of Leaf Valley,PSP,2009,Simulation,Rising Star Games,0.07,0.02,0.05,0.01,0.14,74,6,7.9,12,Marvelous Entertainment,E
8853,Diner Dash: Flo on the Go,DS,2009,Puzzle,Zoo Games,0.13,0,0,0.01,0.14,,,tbd,,Zoo Games,E
8854,Hexyz Force,PSP,2009,Role-Playing,Atlus,0.07,0,0.06,0.01,0.14,68,13,7.3,21,Sting,T
8855,Power Stone,DC,1998,Fighting,Eidos Interactive,0,0,0.14,0,0.14,,,,,,
8856,Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,0.07,0.05,0,0.02,0.14,44,14,5.7,6,3DO,T
8857,Uta no * Prince-Sama: Repeat,PSP,2011,Adventure,Broccoli,0,0,0.14,0,0.14,,,,,,
8858,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Action,Marvelous Entertainment,0,0,0.14,0,0.14,,,,,,
8859,MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0.07,0.05,0,0.02,0.14,79,28,8.6,8,Mix Max,T
8860,Cake Mania 3,DS,2009,Simulation,Majesco Entertainment,0.13,0,0,0.01,0.14,,,tbd,,"Sandlot Games, Digital Embryo",E
8861,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,0.07,0,0.06,0.01,0.14,,,,,,
8862,Gundam Breaker 2,PS3,2014,Action,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,
8863,.hack//Link,PSP,2010,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,
8864,Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0,0.01,0.14,35,24,2,10,Black Ops Entertainment,T
8865,SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0,0.01,0.14,81,35,8.1,10,EA Canada,E
8866,NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0,0.01,0.14,84,12,8.4,5,Kush Games,E
8867,Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0,0.06,0.01,0.14,59,26,5.4,8,Cavia Inc.,T
8868,Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0,0.09,0.02,0.02,0.14,40,17,2.9,9,Giants Software,E
8869,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0,0.11,0,0.14,63,25,6.9,11,Microvision,E10+
8870,Doom,GBA,2001,Shooter,Activision,0.1,0.04,0,0,0.14,81,24,8.5,15,David A. Palmer Productions,T
8871,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010,Puzzle,Astragon,0.09,0.04,0,0.01,0.14,,,,,,
8872,Mary-Kate and Ashley: Winners Circle,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,,,,,,
8873,Jewel Quest Solitaire,DS,2009,Puzzle,GSP,0,0.13,0,0.02,0.14,,,,,,
8874,PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,67,26,6.6,26,NanaOn-Sha,E
8875,OutRun 2,XB,2004,Racing,Sega,0.11,0.03,0,0.01,0.14,,,,,,
8876,Okami,PS3,2012,Action,Capcom,0,0,0.14,0,0.14,,,,,,
8877,Marvel vs. Capcom 2: New Age of Heroes,DC,2000,Fighting,Virgin Interactive,0,0,0.14,0,0.14,,,,,,
8878,Super Dodgeball Brawlers,DS,2008,Sports,Arc System Works,0.13,0,0,0.01,0.14,65,12,tbd,,Million,E
8879,NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0,0,0.01,0.14,64,12,7.1,12,EA Tiburon,E
8880,Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0,0.01,0.14,81,27,9.1,32,Io Interactive,M
8881,Soukaigi,PS,1998,Role-Playing,SquareSoft,0,0,0.13,0.01,0.14,,,,,,
8882,PANGYA: Fantasy Golf,PSP,2009,Sports,Takara Tomy,0.09,0,0.04,0.01,0.14,77,16,7,13,Ntreev Soft,E10+
8883,Fast Food Panic,DS,2010,Simulation,Nobilis,0.13,0,0,0.01,0.14,,,tbd,,Dorasu,E
8884,Pipe Mania,PS2,2008,Puzzle,Empire Interactive,0.07,0.05,0,0.02,0.14,68,4,tbd,,Razorworks Studios,E
8885,Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,,,,,,
8886,Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,,,5.7,148,Kojima Productions,M
8887,Gretzky NHL 06,PSP,2005,Sports,Sony Computer Entertainment,0.13,0,0,0.01,0.14,65,22,6.8,4,Page 44 Studios,E10+
8888,Shonen Jump's Shaman King: Master of Spirits,GBA,2004,Role-Playing,Konami Digital Entertainment,0.1,0.04,0,0,0.14,,,,,,
8889,Kid Adventures: Sky Captain,Wii,2010,Action,Unknown,0.09,0.04,0,0.01,0.14,,,tbd,,Torus Games,E
8890,NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0,0.01,0.14,72,12,7.8,4,Point of View,E
8891,PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.11,0,0.02,0.02,0.14,67,43,5.2,16,Epics,E
8892,Pirates: The Legend of Black Kat,PS2,2002,Adventure,Electronic Arts,0.07,0.05,0,0.02,0.14,72,24,7.9,8,Westwood Studios,T
8893,Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0,0.02,0.14,64,15,7.3,37,Bizarre Creations,T
8894,Thor: God of Thunder,PS3,2011,Action,Sega,0.07,0.05,0,0.02,0.14,39,35,4.4,19,Liquid Entertainment,T
8895,Krull,2600,1982,Action,Atari,0.13,0.01,0,0,0.14,,,,,,
8896,The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.1,0,0.01,0.03,0.14,,,,,,
8897,Yu-Gi-Oh! Monster Capture GB,GB,2000,Role-Playing,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,,,
8898,Zapper: One Wicked Cricket!,GBA,2002,Platform,Infogrames,0.1,0.04,0,0,0.14,,,,,,
8899,Skylanders Imaginators,PS4,2016,Platform,Activision,0.04,0.08,0,0.02,0.14,80,47,5.5,17,Toys for Bob,E10+
8900,"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,Black Bean Games,0.12,0.01,0,0.01,0.14,,,,,,
8901,The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0,0.02,0.14,54,43,8,24,Double Helix Games,T
8902,Scooby-Doo! Night of 100 Frights,XB,2003,Platform,THQ,0.11,0.03,0,0.01,0.14,,,,,,
8903,Naruto Shippuden: Ninja Destiny 3,DS,2006,Fighting,D3Publisher,0,0.01,0.13,0,0.14,,,,,,
8904,Ford Racing Off Road,PSP,2008,Racing,Xplosiv,0.05,0.08,0,0.02,0.14,47,6,tbd,,Razorworks,E
8905,Chicken Shoot,DS,2007,Action,Zoo Digital Publishing,0.13,0,0,0.01,0.14,19,4,3.1,7,FrontLine Studios,E10+
8906,Dead to Rights,GC,2002,Shooter,Electronic Arts,0.11,0.03,0,0,0.14,77,16,8.7,7,Namco,M
8907,Scarface: The World is Yours,Wii,2007,Action,Vivendi Games,0.12,0.01,0,0.01,0.14,71,23,8.4,29,Radical Entertainment,M
8908,Top Spin 4,Wii,2011,Sports,Take-Two Interactive,0.04,0.08,0,0.02,0.14,54,8,7.4,7,2K Games,E
8909,Sphinx and the Cursed Mummy,GC,2003,Action,THQ,0.11,0.03,0,0,0.14,79,22,8.8,12,Eurocom Entertainment Software,T
8910,Disney's Planes,Wii,2013,Simulation,Disney Interactive Studios,0.07,0.06,0,0.01,0.14,,,tbd,,Behaviour Interactive,E
8911,MX vs. ATV Reflex,DS,2009,Racing,THQ,0.13,0,0,0.01,0.14,,,tbd,,Rainbow Studios,E
8912,Hero's Saga Laevatein Tactics,DS,2008,Role-Playing,GungHo,0.13,0,0,0.01,0.14,62,10,tbd,,GungHo,T
8913,Cabela's Outdoor Adventures (2009),PS2,2009,Sports,Activision Value,0.07,0.05,0,0.02,0.14,,,6.6,5,Sand Grain Studios,T
8914,Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0,0,0.01,0.14,64,9,5.4,13,Ubisoft Quebec,E
8915,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,Adventure,Sunsoft,0.08,0.05,0,0.01,0.14,,,,,,
8916,Active Life Explorer,Wii,2010,Sports,Namco Bandai Games,0.13,0,0,0.01,0.14,,,tbd,,h.a.n.d. Inc.,E
8917,XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.04,0.08,0,0.02,0.14,88,28,8,116,Firaxis Games,T
8918,Naruto RPG 2: Chidori vs Rasengan,DS,2005,Role-Playing,Tomy Corporation,0,0,0.14,0,0.14,,,,,,
8919,Our House Party!,Wii,,Simulation,Unknown,0.13,0,0,0.01,0.14,,,,,,
8920,Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.03,0.1,0,0.01,0.14,79,9,7.3,65,Konami,E
8921,Project V6,PS,1998,Strategy,General Entertainment,0,0,0.13,0.01,0.14,,,,,,
8922,Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,69,9,7.3,14,Studio 33,E
8923,Risen 2: Dark Waters,X360,2012,Role-Playing,Deep Silver,0.05,0.08,0,0.01,0.14,60,18,6,58,Piranha Bytes,M
8924,World Tour Soccer 2003,PS2,2002,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,78,21,8.3,7,SCEE London Studio,E
8925,Akiba's Trip,PSP,2011,Adventure,Acquire,0,0,0.14,0,0.14,,,,,,
8926,Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0,0,0.01,0.14,38,4,tbd,,Atomic Planet Entertainment,E
8927,Bravo Air Race,PS,1997,Racing,THQ,0.08,0.05,0,0.01,0.14,,,,,,
8928,Onimusha Essentials,PS2,2008,Action,Capcom,0.07,0.05,0,0.02,0.14,,,tbd,,Capcom,M
8929,Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,0,0,0.13,0.01,0.14,,,,,,
8930,Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,0.07,0.07,0,0.01,0.14,,,tbd,,Monkey Bar Games,E
8931,ArmA II,PC,2009,Shooter,505 Games,0,0.12,0,0.02,0.14,77,38,7.5,589,Bohemia Interactive,M
8932,WWE 2K17,PS3,2016,Sports,Take-Two Interactive,0.05,0.07,0,0.02,0.14,,,4.1,9,Yuke's,T
8933,Spyro: A Hero's Tail,XB,2004,Platform,Vivendi Games,0.11,0.03,0,0.01,0.14,64,17,9.1,10,Eurocom Entertainment Software,E
8934,¡Shin Chan Flipa en colores!,DS,2007,Platform,505 Games,0,0,0.14,0,0.14,,,,,,
8935,Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,0.13,0,0.01,0.14,85,60,8.9,1404,Colossal Order,E
8936,Drawn to Life Collection,DS,2010,Misc,THQ,0.13,0,0,0.01,0.14,,,tbd,,5TH Cell,E
8937,Eternal Poison,PS2,2008,Role-Playing,Banpresto,0.07,0.05,0,0.02,0.14,65,11,8.2,9,Flight-Plan,T
8938,Gretzky NHL 06,PS2,2005,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,62,24,tbd,,Page 44 Studios,E10+
8939,Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0,0.02,0.14,68,50,8.7,12,Seta Corporation,M
8940,Metal Slug Anthology,Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0,0.01,0.14,73,38,8,22,Terminal Reality,T
8941,Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011,Strategy,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,
8942,The Orange Box,PC,2007,Shooter,Electronic Arts,0,0.11,0,0.03,0.14,96,34,9.3,1495,Valve Software,M
8943,Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.14,90,9,8.2,225,Yacht Club Games,E
8944,Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.08,0,0.01,0.14,,,6.8,29,Konami,E
8945,NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,53,10,tbd,,989 Sports,E
8946,The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,,,,,,
8947,Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0,0,0.01,0.14,36,10,0.5,4,Seven45 Studios,T
8948,Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0,0.05,0.01,0.14,70,35,8.9,9,Namco,E
8949,Bio FREAKS,N64,1998,Action,GT Interactive,0.11,0.03,0,0,0.14,,,,,,
8950,Bassmasters 2000,N64,1999,Sports,THQ,0.11,0.03,0,0,0.14,,,,,,
8951,WCW Backstage Assault,N64,,Action,Unknown,0.11,0.03,0,0,0.14,,,,,,
8952,Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,0.11,0.03,0,0,0.14,,,,,,
8953,Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,0.11,0.03,0,0,0.14,79,10,7.7,22,High Voltage Software,T
8954,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0,0,0.13,0,0.14,,,,,,
8955,Eternal Eyes,PS,1999,Role-Playing,Sunsoft,0.08,0.05,0,0.01,0.14,,,,,,
8956,The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0,0.01,0.14,,,,,,
8957,Dream Pinball 3D,Wii,2008,Misc,SouthPeak Games,0.1,0.02,0,0.01,0.14,54,8,7.6,7,TopWare Interactive,E10+
8958,Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0,0,0.14,0,0.14,,,,,,
8959,Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0,0.02,0.14,93,33,9,1497,BioWare,T
8960,The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,0.07,0.05,0,0.02,0.14,67,23,8,16,Monolith Productions,T
8961,Gallop & Ride!,Wii,2008,Sports,THQ,0.13,0,0,0.01,0.14,,,,,,
8962,Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14,,,,,,
8963,Monster House,GC,2006,Adventure,THQ,0.11,0.03,0,0,0.14,60,18,tbd,,Artificial Mind and Movement,E10+
8964,Backyard Sports: Sandlot Sluggers,DS,2010,Sports,Atari,0.13,0,0,0.01,0.14,,,tbd,,Powerhead Games,E
8965,Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,0,0,0.14,0,0.14,,,,,,
8966,Buck Fever,Wii,2009,Sports,Destineer,0.13,0,0,0.01,0.14,,,tbd,,Destineer,T
8967,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,Capcom,0,0,0.14,0,0.14,,,,,,
8968,Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0,0,0.01,0.14,53,4,5,8,FUN Labs,T
8969,NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,0.08,0.05,0,0.01,0.14,,,,,,
8970,Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14,71,17,8.5,11,Appaloosa Interactive,E
8971,Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.13,0,0,0.01,0.14,,,,,,
8972,The Bombing Islands,PS,1997,Platform,Kemco,0.08,0.05,0,0.01,0.14,,,,,,
8973,Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,0.1,0.03,0,0.01,0.14,,,,,,
8974,Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0,0,0.14,0,0.14,,,,,,
8975,Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,73,57,7.2,52,Avalanche Studios,M
8976,Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0,0,0.01,0.14,,,5.3,9,Eutechnyx,E
8977,X-Blades,X360,2009,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,50,39,5.4,14,Gaijin Entertainment,M
8978,Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0.02,0.02,0.09,0.01,0.14,93,5,7.9,83,Vanillaware,T
8979,Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.06,0.07,0,0.01,0.14,49,12,4.1,106,Deep Silver Dambuster Studios,M
8980,Gyakuten Saiban 2,GBA,2002,Action,Capcom,0,0,0.14,0,0.14,,,,,,
8981,Godzilla: Save the Earth,XB,2004,Fighting,Atari,0.1,0.03,0,0,0.14,63,22,8.2,6,"Pipeworks Software, Inc.",T
8982,Micro Machines,PS2,2002,Racing,Atari,0.07,0.05,0,0.02,0.14,54,6,tbd,,Atari,E
8983,TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55,34,6.2,33,Omega Force,T
8984,Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,0.08,0.05,0,0.01,0.14,,,,,,
8985,Jim Henson's the Muppets: On With the Show!,GBA,2003,Action,TDK Mediactive,0.1,0.04,0,0,0.14,,,,,,
8986,Desire,SAT,1997,Adventure,Imadio,0,0,0.14,0,0.14,,,,,,
8987,Asphalt: Urban GT 2,DS,2006,Racing,Ubisoft,0.09,0.04,0,0.01,0.14,,,6.9,13,Virtuos,E10+
8988,Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,,,
8989,Virtua Tennis 4,Wii,2011,Sports,Sega,0.05,0.08,0,0.01,0.14,65,15,7.5,4,Sega,E
8990,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,0.1,0.04,0,0,0.14,71,5,5.5,6,TOSE,E10+
8991,Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,,,,,,
8992,Power Pro Kun Pocket 8,DS,2005,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,,,
