Row_ID,Application,Device,Launch_Year,Domain,Developer_comapny,Indian_Sales,China_Sales,Korea_Sales,Other_Sales,Global_Sales,ScorebyCritic,No_ofCritics,ScorebyUser,No_ofUsers,Developer,Overall_Rating
8576,Kidou Senkan Nadesico,SAT,1997,Strategy,Sega,0,0,0.15,0,0.15,,,,,,
8577,Blitz: The League II,PS3,2008,Sports,Midway Games,0.11,0.02,0,0.02,0.15,62,25,7.5,15,,
8578,Arcade Zone,Wii,2009,Misc,Activision,0.14,0,0,0.01,0.15,,,tbd,,Activision,E
8579,Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,64,45,8.6,24,"Game Arts, Seta Corporation",T
8580,Bigfoot: Collision Course,DS,2009,Racing,Zoo Digital Publishing,0.14,0,0,0.01,0.15,26,4,tbd,,Destination Software,E
8581,Frogger's Adventures: The Rescue,GC,2003,Platform,Konami Digital Entertainment,0.12,0.03,0,0,0.15,61,4,tbd,,Konami,E
8582,NHL 2K10,PS3,2009,Sports,Take-Two Interactive,0.13,0.01,0,0.01,0.15,66,23,7.1,8,Take-Two Interactive,E10+
8583,Family Party: Fitness Fun,Wii,2010,Sports,D3Publisher,0.14,0,0,0.01,0.15,,,tbd,,Tamsoft,E10+
8584,The Secret Saturdays: Beasts of the 5th Sun,PS2,2009,Action,D3Publisher,0.05,0.02,0,0.08,0.15,,,tbd,,High Voltage Software,E10+
8585,Michael Jackson: The Experience,PSP,2010,Misc,Ubisoft,0.11,0.03,0,0.02,0.15,,,6.2,6,Ubisoft,E10+
8586,MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,67,9,8.5,8,Konami,E
8587,Sonny with a Chance,DS,2010,Action,Disney Interactive Studios,0.12,0.02,0,0.01,0.15,,,tbd,,Altron,E
8588,The Fairly Odd Parents: Clash with the Anti-World,GBA,2005,Adventure,THQ,0.11,0.04,0,0,0.15,,,,,,
8589,WordJong,DS,2007,Puzzle,White Park Bay Software,0.13,0.01,0,0.01,0.15,77,9,7.7,9,Magellan Interactive,E
8590,Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,65,18,8.7,41,Aqua Plus,T
8591,Puzzle Quest: Galactrix,DS,2009,Puzzle,D3Publisher,0.14,0,0,0.01,0.15,75,33,6.7,6,Infinite Interactive,E10+
8592,The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,0.1,0.04,0,0.01,0.15,,,,,,
8593,de Blob 2,X360,2011,Platform,THQ,0.1,0.04,0,0.01,0.15,77,54,7.5,23,Blue Tongue Entertainment,E10+
8594,Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision,0.08,0.06,0,0.01,0.15,30,5,6.9,9,Paradox Development,E
8595,Gundam Breaker 2,PSV,2014,Action,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
8596,Major League Baseball 2K10,DS,2010,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,,,tbd,,Powerhead Games,E
8597,Samurai Warriors: Katana,Wii,2007,Action,Tecmo Koei,0.11,0,0.04,0.01,0.15,53,30,6.8,6,"Koei, Omega Force",T
8598,NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,0.14,0,0,0.01,0.15,63,17,5.1,7,SCEA San Diego Studios,E
8599,Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,Action,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,
8600,Kingdom of Paradise,PSP,2005,Role-Playing,Sony Computer Entertainment,0.14,0,0,0.01,0.15,72,38,7.5,19,Climax Entertainment,T
8601,All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,Sega,0,0,0.15,0,0.15,,,,,,
8602,Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Fighting,Namco Bandai Games,0.14,0,0,0.01,0.15,60,15,6.2,10,Racjin,T
8603,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,THQ,0.12,0.02,0,0.01,0.15,55,10,6.3,6,THQ,E10+
8604,Rudra no Hihou,SNES,1996,Role-Playing,SquareSoft,0,0,0.15,0,0.15,,,,,,
8605,Bleach: Dark Souls,DS,2007,Fighting,Sega,0.12,0.02,0,0.01,0.15,82,28,7.9,14,Treasure,T
8606,Hot Wheels: Battle Force 5,DS,2009,Racing,Activision,0.12,0.02,0,0.01,0.15,,,tbd,,Virtuos,E10+
8607,Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,0.11,0.04,0,0,0.15,75,25,8.8,5,Ubisoft Montreal,T
8608,Zoids: Battle Legends,GC,2003,Action,Tomy Corporation,0.12,0.03,0,0,0.15,,,8.1,14,Tomy Corporation,T
8609,Ice Age 2: The Meltdown,DS,2006,Platform,Vivendi Games,0.13,0.01,0,0.01,0.15,,,tbd,,Amaze Entertainment,E
8610,Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,0.14,0.01,0,0.01,0.15,57,7,6.3,6,Ubisoft Casablanca,E10+
8611,World Series Baseball 2K3,XB,2003,Sports,Sega,0.11,0.03,0,0.01,0.15,89,22,8.6,14,Blue Shift,E
8612,Tokyo Xanadu,PSV,2015,Role-Playing,Nihon Falcom Corporation,0,0,0.15,0,0.15,,,,,,
8613,Serious Sam,XB,2002,Shooter,Take-Two Interactive,0.11,0.03,0,0.01,0.15,75,22,8.2,16,Croteam,M
8614,Bomberman,DS,2005,Puzzle,Ubisoft,0.1,0.01,0.03,0.01,0.15,75,30,7,12,Racjin,E
8615,Kowloon's Gate,PS,1997,Adventure,Sony Computer Entertainment,0,0,0.14,0.01,0.15,,,,,,
8616,Killer7,GC,2005,Action,Capcom,0.12,0.03,0,0,0.15,74,57,8.5,64,Grasshopper Manufacture,M
8617,Super Monkey Ball Adventure,GC,2006,Platform,Sega,0.12,0.03,0,0,0.15,51,24,7.2,9,TT Games,E
8618,FIFA Soccer 2002,PS,2001,Sports,Electronic Arts,0.08,0.06,0,0.01,0.15,81,8,6.4,5,EA Sports,E
8619,Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,0.11,0.03,0,0.01,0.15,79,33,6.4,9,Capcom,T
8620,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Action,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
8621,Suzumiya Haruhi no Yakusoku,PSP,2007,Adventure,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
8622,Shadow Ops: Red Mercury,XB,2004,Shooter,Atari,0.11,0.03,0,0.01,0.15,61,45,6.1,14,Zombie,T
8623,Indigo Prophecy,PS2,2005,Adventure,Atari,0.07,0.06,0,0.02,0.15,83,47,7.8,104,Quantic Dream,M
8624,FIFA 06: Road to FIFA World Cup,X360,2005,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,62,39,6,34,EA Canada,E
8625,World League Soccer,SNES,1991,Sports,Imagineer,0,0,0.15,0,0.15,,,,,,
8626,NBA ShootOut 2001,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15,54,12,tbd,,989 Sports,E
8627,Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,0.13,0,0.01,0.01,0.15,,,tbd,,Square Enix,T
8628,Farm Frenzy: Animal Country,DS,2009,Simulation,City Interactive,0.13,0.01,0,0.01,0.15,,,tbd,,City Interactive,E
8629,We Sing UK Hits,Wii,2011,Misc,Nordic Games,0,0.13,0,0.02,0.15,,,tbd,,Le Cortex,T
8630,Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,0.07,0.06,0,0.02,0.15,,,tbd,,SNK Playmore,T
8631,Musashi: Samurai Legend,PS2,2005,Role-Playing,Atari,0.07,0.06,0,0.02,0.15,64,47,8.9,9,Square Enix,T
8632,Build-A-Bear Workshop: Welcome to Hugsville,DS,2010,Misc,Game Factory,0.14,0,0,0.01,0.15,,,tbd,,The Game Factory,E
8633,LEGO The Hobbit,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.09,0,0.03,0.15,,,2.5,13,TT Games,E10+
8634,The Oregon Trail,Wii,2011,Simulation,Crave Entertainment,0.14,0,0,0.01,0.15,,,,,,
8635,Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,Sony Computer Entertainment,0,0,0.15,0,0.15,78,26,8,84,Alfa System,T
8636,Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004,Misc,,0.11,0.04,0,0,0.15,,,,,,
8637,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013,Action,D3Publisher,0.1,0.03,0,0.01,0.15,,,,,,
8638,F1 2001,PS2,2001,Racing,Electronic Arts,0.07,0.06,0,0.02,0.15,83,13,8.3,9,EA Sports,E
8639,Darksiders,PC,2010,Action,THQ,0.07,0.06,0,0.02,0.15,83,18,7.8,603,Vigil Games,M
8640,J-League Victory Goal,SAT,1995,Sports,Sega,0,0,0.15,0,0.15,,,,,,
8641,Top Gun: Combat Zones,GC,2002,Simulation,Titus,0.12,0.03,0,0,0.15,59,10,7.1,7,Titus Software,E
8642,Countdown: The Game,DS,2009,Puzzle,Mindscape,0,0.14,0,0.01,0.15,,,,,,
8643,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,THQ,0.11,0.04,0,0,0.15,,,,,,
8644,Pro Baseball Spirits 2015,PS3,2015,Action,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,
8645,NHL 09,PS2,2008,Sports,Electronic Arts,0.07,0.06,0,0.02,0.15,,,7.6,7,EA Canada,E10+
8646,History Civil War: Secret Missions,PS2,2008,Shooter,Activision,0.07,0.06,0,0.02,0.15,,,,,,
8647,Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,Take-Two Interactive,0.12,0.02,0,0.02,0.15,47,26,6.2,10,Visual Concepts,T
8648,Dark Rift,N64,1997,Fighting,Vic Tokai,0.12,0.03,0,0,0.15,,,,,,
8649,Derby Stallion 64,N64,2001,Sports,Media Factory,0,0,0.15,0,0.15,,,,,,
8650,Doraemon 3: Nobi Dai no Machi SOS!,N64,2000,Platform,Epoch,0,0,0.09,0.06,0.15,,,,,,
8651,Space Station Silicon Valley,N64,1997,Adventure,Take-Two Interactive,0.12,0.03,0,0,0.15,,,,,,
8652,All-Star Baseball 2003,GC,2002,Sports,Acclaim Entertainment,0.12,0.03,0,0,0.15,83,16,8,6,Acclaim,E
8653,Burger Island,Wii,2009,Action,Destineer,0.14,0,0,0.01,0.15,,,tbd,,eGames,E
8654,Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,0.14,0,0,0.01,0.15,,,,,,
8655,T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,0.08,0.06,0,0.01,0.15,,,,,,
8656,Rocky,XB,2002,Fighting,Rage Software,0.11,0.03,0,0.01,0.15,74,22,7.3,6,Rage Software,T
8657,Ford Racing 2,XB,2003,Racing,Empire Interactive,0.11,0.03,0,0.01,0.15,62,11,tbd,,Razorworks Studios,E
8658,Kids Learn Math: A+ Edition,DS,2011,Misc,Unknown,0.14,0,0,0.01,0.15,,,,,,
8659,Rock Band: Metal Track Pack,X360,2009,Misc,MTV Games,0.14,0,0,0.01,0.15,,,tbd,,Harmonix Music Systems,T
8660,Megamind: Ultimate Showdown,PS3,2010,Action,THQ,0.07,0.05,0,0.02,0.15,43,5,4.2,6,THQ Australia,E10+
8661,Space Invaders Extreme,DS,2008,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,85,41,7.6,16,Taito Corporation,E
8662,Tetris Attack,SNES,1995,Puzzle,Nintendo,0,0,0.15,0,0.15,,,,,,
8663,Thor: God of Thunder,Wii,2011,Action,Sega,0.1,0.04,0,0.01,0.15,56,14,8,9,Red Fly Studio,T
8664,Petz: Dogz Talent Show,DS,2009,Simulation,Ubisoft,0.14,0,0,0.01,0.15,,,tbd,,Ubisoft Nagoya,E
8665,BloodRayne 2,XB,2004,Shooter,THQ,0.11,0.03,0,0.01,0.15,71,35,8.5,4,Terminal Reality,M
8666,Jaws Unleashed,XB,2006,Action,THQ,0.11,0.03,0,0.01,0.15,51,29,6.2,9,Appaloosa Interactive,M
8667,Pro Yaky? Spirits 6,PS3,2009,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,
8668,Star Trek: Voyager Elite Force,PS2,2001,Shooter,Codemasters,0.07,0.06,0,0.02,0.15,52,12,6.4,5,Pipe Dream Interactive,T
8669,X-Men: The Official Game,GC,2006,Action,Activision,0.12,0.03,0,0,0.15,50,31,6.3,8,Hypnos,T
8670,The Sims Medieval: Pirates and Nobles,PC,2011,Simulation,Electronic Arts,0.05,0.08,0,0.02,0.15,,,,,,
8671,Warriors Orochi 3,PS4,2014,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,,,,,,
8672,Brain Boost: Gamma Wave,DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15,40,12,tbd,,Interchannel,E
8673,Chessmaster II,PS,1998,Strategy,Mindscape,0.08,0.06,0,0.01,0.15,,,,,,
8674,All-Star Baseball 2003,GBA,2002,Sports,Acclaim Entertainment,0.11,0.04,0,0,0.15,77,6,tbd,,Software Creations,E
8675,Major League Baseball 2K12,Wii,2012,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,,,tbd,,Visual Concepts,E
8676,Scooby-Doo! Mystery Mayhem,XB,2004,Action,THQ,0.11,0.03,0,0.01,0.15,,,,,,
8677,Winning Post 4,PS,1999,Sports,Tecmo Koei,0,0,0.14,0.01,0.15,,,,,,
8678,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,,,,,,
8679,187: Ride or Die,PS2,2005,Racing,Ubisoft,0.07,0.06,0,0.02,0.15,52,33,6.8,12,Ubisoft,M
8680,Dishonored,XOne,2015,Action,Bethesda Softworks,0.09,0.05,0,0.01,0.15,,,,,,
8681,Curious George,GC,2006,Action,Namco Bandai Games,0.11,0.03,0,0,0.15,,,,,,
8682,Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004,Misc,,0.11,0.04,0,0,0.15,,,,,,
8683,Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.1,0.04,0,0.01,0.15,71,20,7.2,171,Gearbox Software,T
8684,eJay Clubworld,PS2,,Misc,Empire Interactive,0.07,0.06,0,0.02,0.15,69,5,8.6,10,UDS,E
8685,Geist,GC,2005,Adventure,Nintendo,0.11,0.03,0,0,0.15,66,43,8.5,23,n-Space,M
8686,The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15,79,54,8.7,208,SNK Playmore,T
8687,Cardinal Syn,PS,1998,Fighting,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15,,,,,,
8688,Sword Art Online: Hollow Realization,PSV,2016,Role-Playing,Namco Bandai Games,0,0.04,0.1,0.01,0.15,60,5,7,8,Bandai Namco Games,T
8689,The Incredibles: Rise of the Underminer,DS,2005,Action,THQ,0.13,0.01,0,0.01,0.15,54,6,tbd,,Helixe,E10+
8690,Deadly Premonition,PS3,2010,Action,Rising Star Games,0.08,0.04,0,0.02,0.15,,,,,,
8691,Street Fighter Alpha 3,GBA,2002,Fighting,Capcom,0.11,0.04,0,0,0.15,83,17,7.8,10,Crawfish Interactive,T
8692,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,Shooter,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
8693,Super Street Fighter II,GEN,1993,Fighting,Capcom,0,0,0.15,0,0.15,,,,,,
8694,Deponia,PC,2012,Adventure,Daedalic,0,0.13,0,0.02,0.15,74,33,8.2,307,Daedalic Entertainment,
8695,Metal Gear Solid: Peace Walker HD Edition,PS3,2011,Action,Konami Digital Entertainment,0,0,0.15,0,0.15,,,8,60,"Genki, Kojima Productions",T
8696,Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
8697,Ridge Racer DS,DS,2004,Racing,Namco Bandai Games,0.14,0,0,0.01,0.15,63,35,6.7,7,Namco,E
8698,High Velocity Bowling,PS3,2010,Sports,Sony Computer Entertainment,0.13,0,0,0.01,0.15,66,14,8.1,23,SCEA,E10+
8699,LEGO Harry Potter Collection,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0,0.02,0.15,73,16,8.1,7,Warner Bros. Interactive Entertainment,E10+
8700,The Quest Trio,DS,2008,Puzzle,Avanquest,0.13,0,0,0.01,0.15,,,tbd,,Activision,E
8701,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000,Sports,Konami Digital Entertainment,0,0,0.14,0.01,0.15,,,,,,
8702,Brain Boost: Beta Wave,DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15,39,12,2.5,4,Interchannel,E
8703,Power Pro Kun Pocket 9,DS,2006,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,
8704,Shenmue II,DC,2001,Adventure,Sega,0,0,0.15,0,0.15,88,9,9.4,201,Sega AM2,T
8705,Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,64,22,7.7,38,From Software,T
8706,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015,Action,Nippon Columbia,0,0,0.15,0,0.15,,,,,,
8707,Major League Baseball 2K8,PS2,2008,Sports,Bethesda Softworks,0.07,0.06,0,0.02,0.15,,,6.5,4,2K Sports,E
8708,Capcom Classics Collection,XB,2005,Misc,Capcom,0.11,0.03,0,0.01,0.15,81,23,tbd,,Digital Eclipse,T
8709,Fugitive Hunter: War on Terror,PS2,2003,Shooter,Play It,0.07,0.06,0,0.02,0.15,35,15,5,23,Black Ops Entertainment,M
8710,The Incredible Hulk: Ultimate Destruction,GC,2005,Action,Vivendi Games,0.11,0.03,0,0,0.15,84,30,9.1,14,Radical Entertainment,T
8711,Candace Kane's Candy Factory,Wii,2008,Action,Destineer,0.14,0,0,0.01,0.15,,,tbd,,Destineer,E
8712,Prince of Persia: The Two Thrones,GC,2005,Action,Ubisoft,0.11,0.03,0,0,0.15,84,34,8.1,22,Ubisoft,M
8713,Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,0.1,0.03,0,0.02,0.15,70,10,7.2,12,Ubisoft Romania,T
8714,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011,Adventure,Banpresto,0,0,0.15,0,0.15,,,,,,
8715,Pac-Man World 3,XB,2005,Platform,Namco Bandai Games,0.11,0.04,0,0.01,0.15,65,16,tbd,,Blitz Games,E
8716,SNK Arcade Classics Vol. 1,PSP,2008,Misc,Ignition Entertainment,0.13,0,0.01,0.01,0.15,68,13,tbd,,Terminal Reality,T
8717,Phantasy Star Online Episode I & II,XB,2003,Role-Playing,Sega,0.11,0.03,0,0.01,0.15,,,,,,
8718,All-Star Baseball 2005,XB,,Sports,Unknown,0.11,0.03,0,0.01,0.15,75,31,8.8,12,Acclaim,E
8719,The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.11,0.01,0.15,90,4,7.8,71,Falcom,T
8720,Sam & Max: Season One,Wii,2008,Adventure,JoWood Productions,0.13,0.01,0,0.01,0.15,,,,,,
8721,Backyard Sports: Sandlot Sluggers,Wii,2010,Sports,Atari,0.14,0,0,0.01,0.15,,,tbd,,HB Studios Multimedia,E
8722,Batman Begins,GC,2005,Action,Electronic Arts,0.11,0.03,0,0,0.15,66,38,7.2,10,Eurocom Entertainment Software,T
8723,Yakuza: Ishin,PS4,2014,Action,Sega,0,0,0.15,0,0.15,,,,,,
8724,Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,Adventure,Sega,0.14,0,0,0.01,0.15,67,9,tbd,,Her Interactive,E
8725,Toy Story Racer,PS,2001,Racing,Activision,0.08,0.06,0,0.01,0.15,76,8,8.7,9,Traveller's Tales,E
8726,Disney's Donald Duck: Goin' Quackers,PS,2000,Platform,Ubisoft,0.08,0.06,0,0.01,0.15,65,4,7,10,Ubisoft Shanghai,E
8727,Mobile Suit Gundam: Perfect One Year War,PS,1997,Strategy,Namco Bandai Games,0,0,0.14,0.01,0.15,,,,,,
8728,Galerians,PS,1999,Adventure,Crave Entertainment,0.08,0.06,0,0.01,0.15,,,,,,
8729,Ys: The Oath in Felghana,PSP,2010,Role-Playing,Falcom Corporation,0.09,0,0.04,0.01,0.15,80,25,8.3,57,Falcom,T
8730,Crash: Twinsanity,XB,2004,Platform,Vivendi Games,0.11,0.03,0,0.01,0.15,66,30,8.7,29,Traveller's Tales,E
8731,We Dance,Wii,2011,Misc,Nordic Games,0,0.13,0,0.02,0.15,,,tbd,,Nordic Games Publishing,
8732,Space Camp,DS,2009,Action,Activision,0.14,0,0,0.01,0.15,,,tbd,,7 Studios,E
8733,DrumMania,PS2,2000,Simulation,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,
8734,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013,Action,Nippon Columbia,0,0,0.15,0,0.15,,,,,,
8735,Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005,Action,Konami Digital Entertainment,0.15,0,0,0,0.15,,,,,,
8736,SpongeBob's Truth or Square,DS,2009,Action,THQ,0.07,0.07,0,0.01,0.15,,,tbd,,"THQ, Altron",E
8737,Tamagotchi no Narikiri Channel,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
8738,Arena Football,XB,2006,Sports,Electronic Arts,0.11,0.03,0,0.01,0.15,65,17,8.5,10,EA Tiburon,E10+
8739,Power Pro Kun Pocket 1+2,GBA,2004,Sports,Konami Digital Entertainment,0,0,0.14,0,0.15,,,,,,
8740,Medal of Honor: Infiltrator,GBA,2003,Shooter,Electronic Arts,0.11,0.04,0,0,0.15,80,19,7.2,12,Netherock Ltd.,T
8741,Skylanders: SuperChargers,Wii,2015,Action,Activision,0.02,0.12,0,0.01,0.15,,,,,,
8742,Blazing Dragons,PS,1996,Adventure,Crystal Dynamics,0.08,0.06,0,0.01,0.15,,,,,,
8743,Lego Star Wars: The Force Awakens,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,0.15,74,6,8,11,TT Games,E10+
8744,Victorious: Hollywood Arts Debut,DS,2011,Misc,D3Publisher,0.13,0.01,0,0.01,0.15,,,tbd,,Behaviour Interactive,E
8745,The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Role-Playing,D3Publisher,0.13,0,0,0.01,0.15,68,18,6,4,Media Vision,E
8746,Baseball Blast!,Wii,2009,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,,,,,,
8747,Super Monkey Ball Deluxe,XB,2005,Misc,Sega,0.11,0.03,0,0.01,0.15,81,25,8.2,9,Sega,E
8748,Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,Role-Playing,Atlus,0,0,0.14,0.01,0.15,,,,,,
8749,Shin Chan: ¡Aventuras de Cine!,DS,2008,Platform,505 Games,0,0,0.15,0,0.15,,,,,,
8750,Jurassic: The Hunted,Wii,2009,Shooter,Activision,0.14,0,0,0.01,0.15,,,tbd,,Activision,T
8751,The Cursed Crusade,X360,2011,Action,DTP Entertainment,0.08,0.05,0,0.01,0.15,39,27,4.4,29,Kylotonn,M
8752,Charm Girls Club: Pajama Party,Wii,2009,Misc,Electronic Arts,0.14,0,0,0.01,0.15,,,tbd,,Electronic Arts,E
8753,SpongeBob's Boating Bash,DS,2010,Misc,THQ,0.13,0,0,0.01,0.15,,,tbd,,Firebrand Games,E
8754,Tamagotchi Collection,DS,2011,Misc,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
8755,Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68,25,8.1,63,Sandlot,M
8756,NHL 2K10,X360,2009,Sports,Take-Two Interactive,0.11,0.02,0,0.01,0.15,69,31,7.9,15,Take-Two Interactive,E10+
8757,White Knight Chronicles: Origins,PSP,2011,Role-Playing,Sony Computer Entertainment,0,0.04,0.09,0.02,0.15,,,,,,
8758,Trivial Pursuit: Bet You Know It,Wii,2011,Misc,Electronic Arts,0.09,0.04,0,0.01,0.15,,,tbd,,Electronic Arts,T
8759,Turbo Prop Racing,PS,1997,Racing,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15,,,,,,
8760,Barbie Superpack: Secret Agent / Groovy Games,GBA,2005,Misc,Vivendi Games,0.1,0.04,0,0,0.15,,,,,,
8761,Tom Clancy's Ghost Recon,GC,2003,Shooter,Ubisoft,0.11,0.03,0,0,0.15,59,15,5.4,17,Red Storm Entertainment,M
8762,Pac-Man Party 3D,3DS,2011,Misc,Namco Bandai Games,0.09,0.04,0,0.01,0.15,43,11,5.4,11,Namco Bandai Games,E
8763,Dance Dance Revolution (North America),PS,2001,Simulation,Konami Digital Entertainment,0.08,0.06,0,0.01,0.15,,,,,,
8764,Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,Capcom,0.13,0,0,0.01,0.15,74,27,7.9,25,Capcom,T
8765,WWE '13,Wii,2012,Action,THQ,0.11,0.02,0,0.01,0.15,74,4,6,9,THQ,T
8766,Mad Dash Racing,XB,2001,Racing,Eidos Interactive,0.11,0.03,0,0.01,0.15,65,21,7.7,6,Crystal Dynamics,T
8767,Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.15,62,10,tbd,,Now Production,E10+
8768,Rayman Origins,3DS,2012,Platform,Ubisoft,0.06,0.08,0,0.01,0.15,71,8,6.3,65,UBlart Montpellier,E10+
8769,Summon Night 5,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.15,0,0.15,74,7,8.3,6,Felistella,T
8770,MotoGP 2: Ultimate Racing Technology,PS2,2001,Racing,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15,,,,,,
8771,Black * Rock Shooter: The Game,PSP,2011,Role-Playing,Unknown,0,0,0.15,0,0.15,66,19,7.2,39,"Image Epoch, Imageepoch",T
8772,BMX XXX,PS2,2002,Sports,Acclaim Entertainment,0.07,0.06,0,0.02,0.15,54,14,4.6,17,"Z-Axis, Ltd.",M
8773,Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995,Fighting,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
8774,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,Misc,Sega,0.1,0.04,0,0,0.15,,,,,,
8775,Boktai: The Sun is in Your Hand,GBA,2003,Role-Playing,Konami Digital Entertainment,0.1,0.04,0,0,0.15,83,31,9.6,16,KCEJ,E
8776,Making History: The Great War,Wii,2010,Strategy,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,
8777,Guilty Gear X2 #Reload,XB,2004,Fighting,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15,86,34,7.6,12,Arc System Works,T
8778,Wizardry VII: Gadeia no Houshu,PS,1995,Role-Playing,Sony Computer Entertainment,0,0,0.14,0.01,0.15,,,,,,
8779,ReCore,XOne,2016,Action,Microsoft Game Studios,0.08,0.05,0,0.01,0.15,63,75,6.6,445,"Armature Studio, comcept",T
8780,Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,0.12,0.02,0,0.01,0.15,50,14,5.4,13,Cauldron Ltd.,M
8781,F1 2012,PC,2012,Racing,Codemasters,0.01,0.11,0,0.02,0.15,80,15,6.9,115,Codemasters,E
8782,Elf: The Movie,GBA,2004,Action,Crave Entertainment,0.1,0.04,0,0,0.15,,,tbd,,Human Soft,E
